userId	geneSymbol	geneName	entrezgene	gLink
BMPR1B	BMPR1B	bone morphogenetic protein receptor type 1B	658	https://www.ncbi.nlm.nih.gov/gene/?term=658
BST1	BST1	bone marrow stromal cell antigen 1	683	https://www.ncbi.nlm.nih.gov/gene/?term=683
BTNL9	BTNL9	butyrophilin like 9	153579	https://www.ncbi.nlm.nih.gov/gene/?term=153579
C16orf54	C16orf54	chromosome 16 open reading frame 54	283897	https://www.ncbi.nlm.nih.gov/gene/?term=283897
C17orf99	C17orf99	chromosome 17 open reading frame 99	100141515	https://www.ncbi.nlm.nih.gov/gene/?term=100141515
C2CD4C	C2CD4C	C2 calcium dependent domain containing 4C	126567	https://www.ncbi.nlm.nih.gov/gene/?term=126567
C4BPB	C4BPB	complement component 4 binding protein beta	725	https://www.ncbi.nlm.nih.gov/gene/?term=725
C6orf62	C6orf62	chromosome 6 open reading frame 62	81688	https://www.ncbi.nlm.nih.gov/gene/?term=81688
CA10	CA10	carbonic anhydrase 10	56934	https://www.ncbi.nlm.nih.gov/gene/?term=56934
CA12	CA12	carbonic anhydrase 12	771	https://www.ncbi.nlm.nih.gov/gene/?term=771
CA2	CA2	carbonic anhydrase 2	760	https://www.ncbi.nlm.nih.gov/gene/?term=760
CACNA1H	CACNA1H	calcium voltage-gated channel subunit alpha1 H	8912	https://www.ncbi.nlm.nih.gov/gene/?term=8912
CADM2	CADM2	cell adhesion molecule 2	253559	https://www.ncbi.nlm.nih.gov/gene/?term=253559
CAMKV	CAMKV	CaM kinase like vesicle associated	79012	https://www.ncbi.nlm.nih.gov/gene/?term=79012
CAPN14	CAPN14	calpain 14	440854	https://www.ncbi.nlm.nih.gov/gene/?term=440854
CARD9	CARD9	caspase recruitment domain family member 9	64170	https://www.ncbi.nlm.nih.gov/gene/?term=64170
CCAT1	CCAT1	colon cancer associated transcript 1	100507056	https://www.ncbi.nlm.nih.gov/gene/?term=100507056
CCDC162P	CCDC162P	coiled-coil domain containing 162, pseudogene	221262	https://www.ncbi.nlm.nih.gov/gene/?term=221262
CCDC8	CCDC8	coiled-coil domain containing 8	83987	https://www.ncbi.nlm.nih.gov/gene/?term=83987
CCNA1	CCNA1	cyclin A1	8900	https://www.ncbi.nlm.nih.gov/gene/?term=8900
CD200	CD200	CD200 molecule	4345	https://www.ncbi.nlm.nih.gov/gene/?term=4345
CD37	CD37	CD37 molecule	951	https://www.ncbi.nlm.nih.gov/gene/?term=951
CD86	CD86	CD86 molecule	942	https://www.ncbi.nlm.nih.gov/gene/?term=942
CDH12	CDH12	cadherin 12	1010	https://www.ncbi.nlm.nih.gov/gene/?term=1010
CDH13	CDH13	cadherin 13	1012	https://www.ncbi.nlm.nih.gov/gene/?term=1012
CDH4	CDH4	cadherin 4	1002	https://www.ncbi.nlm.nih.gov/gene/?term=1002
CECR7	CECR7	cat eye syndrome chromosome region, candidate 7	100130418	https://www.ncbi.nlm.nih.gov/gene/?term=100130418
CERS4	CERS4	ceramide synthase 4	79603	https://www.ncbi.nlm.nih.gov/gene/?term=79603
CES1	CES1	carboxylesterase 1	1066	https://www.ncbi.nlm.nih.gov/gene/?term=1066
CFAP54	CFAP54	cilia and flagella associated protein 54	144535	https://www.ncbi.nlm.nih.gov/gene/?term=144535
CHRM3	CHRM3	cholinergic receptor muscarinic 3	1131	https://www.ncbi.nlm.nih.gov/gene/?term=1131
CHST6	CHST6	carbohydrate sulfotransferase 6	4166	https://www.ncbi.nlm.nih.gov/gene/?term=4166
CIART	CIART	circadian associated repressor of transcription	148523	https://www.ncbi.nlm.nih.gov/gene/?term=148523
CLDN10	CLDN10	claudin 10	9071	https://www.ncbi.nlm.nih.gov/gene/?term=9071
CLDN8	CLDN8	claudin 8	9073	https://www.ncbi.nlm.nih.gov/gene/?term=9073
CNNM1	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1	26507	https://www.ncbi.nlm.nih.gov/gene/?term=26507
CNTN1	CNTN1	contactin 1	1272	https://www.ncbi.nlm.nih.gov/gene/?term=1272
CNTNAP2	CNTNAP2	contactin associated protein 2	26047	https://www.ncbi.nlm.nih.gov/gene/?term=26047
COL22A1	COL22A1	collagen type XXII alpha 1 chain	169044	https://www.ncbi.nlm.nih.gov/gene/?term=169044
COL6A2	COL6A2	collagen type VI alpha 2 chain	1292	https://www.ncbi.nlm.nih.gov/gene/?term=1292
COL8A2	COL8A2	collagen type VIII alpha 2 chain	1296	https://www.ncbi.nlm.nih.gov/gene/?term=1296
COLEC11	COLEC11	collectin subfamily member 11	78989	https://www.ncbi.nlm.nih.gov/gene/?term=78989
COLEC12	COLEC12	collectin subfamily member 12	81035	https://www.ncbi.nlm.nih.gov/gene/?term=81035
COX6B2	COX6B2	cytochrome c oxidase subunit 6B2	125965	https://www.ncbi.nlm.nih.gov/gene/?term=125965
CSF3	CSF3	colony stimulating factor 3	1440	https://www.ncbi.nlm.nih.gov/gene/?term=1440
CTAG2	CTAG2	cancer/testis antigen 2	30848	https://www.ncbi.nlm.nih.gov/gene/?term=30848
CTHRC1	CTHRC1	collagen triple helix repeat containing 1	115908	https://www.ncbi.nlm.nih.gov/gene/?term=115908
CX3CL1	CX3CL1	C-X3-C motif chemokine ligand 1	6376	https://www.ncbi.nlm.nih.gov/gene/?term=6376
CXCL1	CXCL1	C-X-C motif chemokine ligand 1	2919	https://www.ncbi.nlm.nih.gov/gene/?term=2919
CXCL2	CXCL2	C-X-C motif chemokine ligand 2	2920	https://www.ncbi.nlm.nih.gov/gene/?term=2920
CXCL6	CXCL6	C-X-C motif chemokine ligand 6	6372	https://www.ncbi.nlm.nih.gov/gene/?term=6372
CXCL8	CXCL8	C-X-C motif chemokine ligand 8	3576	https://www.ncbi.nlm.nih.gov/gene/?term=3576
CYGB	CYGB	cytoglobin	114757	https://www.ncbi.nlm.nih.gov/gene/?term=114757
CYP1B1	CYP1B1	cytochrome P450 family 1 subfamily B member 1	1545	https://www.ncbi.nlm.nih.gov/gene/?term=1545
CYP27A1	CYP27A1	cytochrome P450 family 27 subfamily A member 1	1593	https://www.ncbi.nlm.nih.gov/gene/?term=1593
CYP2B7P	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene	1556	https://www.ncbi.nlm.nih.gov/gene/?term=1556
CYP4F11	CYP4F11	cytochrome P450 family 4 subfamily F member 11	57834	https://www.ncbi.nlm.nih.gov/gene/?term=57834
CYP4F12	CYP4F12	cytochrome P450 family 4 subfamily F member 12	66002	https://www.ncbi.nlm.nih.gov/gene/?term=66002
CYP4F3	CYP4F3	cytochrome P450 family 4 subfamily F member 3	4051	https://www.ncbi.nlm.nih.gov/gene/?term=4051
CYYR1	CYYR1	cysteine and tyrosine rich 1	116159	https://www.ncbi.nlm.nih.gov/gene/?term=116159
DDX3Y	DDX3Y	DEAD-box helicase 3 Y-linked	8653	https://www.ncbi.nlm.nih.gov/gene/?term=8653
DDX43	DDX43	DEAD-box helicase 43	55510	https://www.ncbi.nlm.nih.gov/gene/?term=55510
DDX60L	DDX60L	DExD/H-box 60 like	91351	https://www.ncbi.nlm.nih.gov/gene/?term=91351
DIRAS1	DIRAS1	DIRAS family GTPase 1	148252	https://www.ncbi.nlm.nih.gov/gene/?term=148252
DKK2	DKK2	dickkopf WNT signaling pathway inhibitor 2	27123	https://www.ncbi.nlm.nih.gov/gene/?term=27123
DKK3	DKK3	dickkopf WNT signaling pathway inhibitor 3	27122	https://www.ncbi.nlm.nih.gov/gene/?term=27122
DLL1	DLL1	delta like canonical Notch ligand 1	28514	https://www.ncbi.nlm.nih.gov/gene/?term=28514
DMC1	DMC1	DNA meiotic recombinase 1	11144	https://www.ncbi.nlm.nih.gov/gene/?term=11144
DNAJC22	DNAJC22	DnaJ heat shock protein family (Hsp40) member C22	79962	https://www.ncbi.nlm.nih.gov/gene/?term=79962
DNALI1	DNALI1	dynein axonemal light intermediate chain 1	7802	https://www.ncbi.nlm.nih.gov/gene/?term=7802
DNER	DNER	delta/notch like EGF repeat containing	92737	https://www.ncbi.nlm.nih.gov/gene/?term=92737
DOC2A	DOC2A	double C2 domain alpha	8448	https://www.ncbi.nlm.nih.gov/gene/?term=8448
DRAXIN	DRAXIN	dorsal inhibitory axon guidance protein	374946	https://www.ncbi.nlm.nih.gov/gene/?term=374946
DUOXA2	DUOXA2	dual oxidase maturation factor 2	405753	https://www.ncbi.nlm.nih.gov/gene/?term=405753
ECHDC3	ECHDC3	enoyl-CoA hydratase domain containing 3	79746	https://www.ncbi.nlm.nih.gov/gene/?term=79746
EDA	EDA	ectodysplasin A	1896	https://www.ncbi.nlm.nih.gov/gene/?term=1896
EDAR	EDAR	ectodysplasin A receptor	10913	https://www.ncbi.nlm.nih.gov/gene/?term=10913
EHD3	EHD3	EH domain containing 3	30845	https://www.ncbi.nlm.nih.gov/gene/?term=30845
EMILIN3	EMILIN3	elastin microfibril interfacer 3	90187	https://www.ncbi.nlm.nih.gov/gene/?term=90187
EPB41L3	EPB41L3	erythrocyte membrane protein band 4.1 like 3	23136	https://www.ncbi.nlm.nih.gov/gene/?term=23136
EPHA10	EPHA10	EPH receptor A10	284656	https://www.ncbi.nlm.nih.gov/gene/?term=284656
ERG	ERG	ETS transcription factor ERG	2078	https://www.ncbi.nlm.nih.gov/gene/?term=2078
ERVH48-1	ERVH48-1	endogenous retrovirus group 48 member 1, envelope	90625	https://www.ncbi.nlm.nih.gov/gene/?term=90625
ESM1	ESM1	endothelial cell specific molecule 1	11082	https://www.ncbi.nlm.nih.gov/gene/?term=11082
EVC2	EVC2	EvC ciliary complex subunit 2	132884	https://www.ncbi.nlm.nih.gov/gene/?term=132884
EYA4	EYA4	EYA transcriptional coactivator and phosphatase 4	2070	https://www.ncbi.nlm.nih.gov/gene/?term=2070
EYS	EYS	eyes shut homolog	346007	https://www.ncbi.nlm.nih.gov/gene/?term=346007
F2RL2	F2RL2	coagulation factor II thrombin receptor like 2	2151	https://www.ncbi.nlm.nih.gov/gene/?term=2151
FAHD2P1	FAHD2P1	fumarylacetoacetate hydrolase domain containing 2 pseudogene 1	729610	https://www.ncbi.nlm.nih.gov/gene/?term=729610
FAM135A	FAM135A	family with sequence similarity 135 member A	57579	https://www.ncbi.nlm.nih.gov/gene/?term=57579
FAM171A1	FAM171A1	family with sequence similarity 171 member A1	221061	https://www.ncbi.nlm.nih.gov/gene/?term=221061
FAT2	FAT2	FAT atypical cadherin 2	2196	https://www.ncbi.nlm.nih.gov/gene/?term=2196
FBLN7	FBLN7	fibulin 7	129804	https://www.ncbi.nlm.nih.gov/gene/?term=129804
FBXO2	FBXO2	F-box protein 2	26232	https://www.ncbi.nlm.nih.gov/gene/?term=26232
FCHO1	FCHO1	FCH and mu domain containing endocytic adaptor 1	23149	https://www.ncbi.nlm.nih.gov/gene/?term=23149
FEZ1	FEZ1	fasciculation and elongation protein zeta 1	9638	https://www.ncbi.nlm.nih.gov/gene/?term=9638
FGFBP1	FGFBP1	fibroblast growth factor binding protein 1	9982	https://www.ncbi.nlm.nih.gov/gene/?term=9982
FKBP1B	FKBP1B	FKBP prolyl isomerase 1B	2281	https://www.ncbi.nlm.nih.gov/gene/?term=2281
FLT4	FLT4	fms related receptor tyrosine kinase 4	2324	https://www.ncbi.nlm.nih.gov/gene/?term=2324
FOXA2	FOXA2	forkhead box A2	3170	https://www.ncbi.nlm.nih.gov/gene/?term=3170
FOXC2	FOXC2	forkhead box C2	2303	https://www.ncbi.nlm.nih.gov/gene/?term=2303
FOXG1-AS1	FOXG1-AS1	FOXG1 antisense RNA 1	103695363	https://www.ncbi.nlm.nih.gov/gene/?term=103695363
FOXL1	FOXL1	forkhead box L1	2300	https://www.ncbi.nlm.nih.gov/gene/?term=2300
FOXQ1	FOXQ1	forkhead box Q1	94234	https://www.ncbi.nlm.nih.gov/gene/?term=94234
FSTL4	FSTL4	follistatin like 4	23105	https://www.ncbi.nlm.nih.gov/gene/?term=23105
FXYD6	FXYD6	FXYD domain containing ion transport regulator 6	53826	https://www.ncbi.nlm.nih.gov/gene/?term=53826
FZD10-AS1	FZD10-AS1	FZD10 antisense divergent transcript	440119	https://www.ncbi.nlm.nih.gov/gene/?term=440119
GALNT14	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14	79623	https://www.ncbi.nlm.nih.gov/gene/?term=79623
GALNT5	GALNT5	polypeptide N-acetylgalactosaminyltransferase 5	11227	https://www.ncbi.nlm.nih.gov/gene/?term=11227
GBGT1	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)	26301	https://www.ncbi.nlm.nih.gov/gene/?term=26301
GDAP1L1	GDAP1L1	ganglioside induced differentiation associated protein 1 like 1	78997	https://www.ncbi.nlm.nih.gov/gene/?term=78997
GFPT2	GFPT2	glutamine-fructose-6-phosphate transaminase 2	9945	https://www.ncbi.nlm.nih.gov/gene/?term=9945
GFRA1	GFRA1	GDNF family receptor alpha 1	2674	https://www.ncbi.nlm.nih.gov/gene/?term=2674
GJB2	GJB2	gap junction protein beta 2	2706	https://www.ncbi.nlm.nih.gov/gene/?term=2706
GLRX	GLRX	glutaredoxin	2745	https://www.ncbi.nlm.nih.gov/gene/?term=2745
GNB3	GNB3	G protein subunit beta 3	2784	https://www.ncbi.nlm.nih.gov/gene/?term=2784
GPAA1P2	GPAA1P2	glycosylphosphatidylinositol anchor attachment 1 pseudogene 2	106481722	https://www.ncbi.nlm.nih.gov/gene/?term=106481722
GPR20	GPR20	G protein-coupled receptor 20	2843	https://www.ncbi.nlm.nih.gov/gene/?term=2843
GPX2	GPX2	glutathione peroxidase 2	2877	https://www.ncbi.nlm.nih.gov/gene/?term=2877
GRAMD1B	GRAMD1B	GRAM domain containing 1B	57476	https://www.ncbi.nlm.nih.gov/gene/?term=57476
GRID1	GRID1	glutamate ionotropic receptor delta type subunit 1	2894	https://www.ncbi.nlm.nih.gov/gene/?term=2894
GSTM1	GSTM1	glutathione S-transferase mu 1	2944	https://www.ncbi.nlm.nih.gov/gene/?term=2944
GSTM2	GSTM2	glutathione S-transferase mu 2	2946	https://www.ncbi.nlm.nih.gov/gene/?term=2946
GTSF1	GTSF1	gametocyte specific factor 1	121355	https://www.ncbi.nlm.nih.gov/gene/?term=121355
HAP1	HAP1	huntingtin associated protein 1	9001	https://www.ncbi.nlm.nih.gov/gene/?term=9001
HAR1A	HAR1A	highly accelerated region 1A	768096	https://www.ncbi.nlm.nih.gov/gene/?term=768096
HAS2	HAS2	hyaluronan synthase 2	3037	https://www.ncbi.nlm.nih.gov/gene/?term=3037
HAS3	HAS3	hyaluronan synthase 3	3038	https://www.ncbi.nlm.nih.gov/gene/?term=3038
HAVCR1	HAVCR1	hepatitis A virus cellular receptor 1	26762	https://www.ncbi.nlm.nih.gov/gene/?term=26762
HAVCR2	HAVCR2	hepatitis A virus cellular receptor 2	84868	https://www.ncbi.nlm.nih.gov/gene/?term=84868
HES1	HES1	hes family bHLH transcription factor 1	3280	https://www.ncbi.nlm.nih.gov/gene/?term=3280
HHIP	HHIP	hedgehog interacting protein	64399	https://www.ncbi.nlm.nih.gov/gene/?term=64399
HIC1	HIC1	HIC ZBTB transcriptional repressor 1	3090	https://www.ncbi.nlm.nih.gov/gene/?term=3090
HLA-DOA	HLA-DOA	major histocompatibility complex, class II, DO alpha	3111	https://www.ncbi.nlm.nih.gov/gene/?term=3111
HMCN1	HMCN1	hemicentin 1	83872	https://www.ncbi.nlm.nih.gov/gene/?term=83872
HMGA2	HMGA2	high mobility group AT-hook 2	8091	https://www.ncbi.nlm.nih.gov/gene/?term=8091
HMX1	HMX1	H6 family homeobox 1	3166	https://www.ncbi.nlm.nih.gov/gene/?term=3166
HS3ST3B1	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1	9953	https://www.ncbi.nlm.nih.gov/gene/?term=9953
HSD3B1	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	3283	https://www.ncbi.nlm.nih.gov/gene/?term=3283
HTR7	HTR7	5-hydroxytryptamine receptor 7	3363	https://www.ncbi.nlm.nih.gov/gene/?term=3363
ICAM5	ICAM5	intercellular adhesion molecule 5	7087	https://www.ncbi.nlm.nih.gov/gene/?term=7087
IFITM2	IFITM2	interferon induced transmembrane protein 2	10581	https://www.ncbi.nlm.nih.gov/gene/?term=10581
IGDCC4	IGDCC4	immunoglobulin superfamily DCC subclass member 4	57722	https://www.ncbi.nlm.nih.gov/gene/?term=57722
IGFBP4	IGFBP4	insulin like growth factor binding protein 4	3487	https://www.ncbi.nlm.nih.gov/gene/?term=3487
IGFL2	IGFL2	IGF like family member 2	147920	https://www.ncbi.nlm.nih.gov/gene/?term=147920
IGLON5	IGLON5	IgLON family member 5	402665	https://www.ncbi.nlm.nih.gov/gene/?term=402665
IL1B	IL1B	interleukin 1 beta	3553	https://www.ncbi.nlm.nih.gov/gene/?term=3553
IL1RN	IL1RN	interleukin 1 receptor antagonist	3557	https://www.ncbi.nlm.nih.gov/gene/?term=3557
IL36G	IL36G	interleukin 36 gamma	56300	https://www.ncbi.nlm.nih.gov/gene/?term=56300
ISG20	ISG20	interferon stimulated exonuclease gene 20	3669	https://www.ncbi.nlm.nih.gov/gene/?term=3669
ITGA10	ITGA10	integrin subunit alpha 10	8515	https://www.ncbi.nlm.nih.gov/gene/?term=8515
ITGA4	ITGA4	integrin subunit alpha 4	3676	https://www.ncbi.nlm.nih.gov/gene/?term=3676
ITIH5	ITIH5	inter-alpha-trypsin inhibitor heavy chain 5	80760	https://www.ncbi.nlm.nih.gov/gene/?term=80760
JAG1	JAG1	jagged canonical Notch ligand 1	182	https://www.ncbi.nlm.nih.gov/gene/?term=182
JAM2	JAM2	junctional adhesion molecule 2	58494	https://www.ncbi.nlm.nih.gov/gene/?term=58494
KANK4	KANK4	KN motif and ankyrin repeat domains 4	163782	https://www.ncbi.nlm.nih.gov/gene/?term=163782
KCNH3	KCNH3	potassium voltage-gated channel subfamily H member 3	23416	https://www.ncbi.nlm.nih.gov/gene/?term=23416
KCNJ2	KCNJ2	potassium inwardly rectifying channel subfamily J member 2	3759	https://www.ncbi.nlm.nih.gov/gene/?term=3759
KCNJ2-AS1	KCNJ2-AS1	KCNJ2 antisense RNA 1	400617	https://www.ncbi.nlm.nih.gov/gene/?term=400617
KCNQ2	KCNQ2	potassium voltage-gated channel subfamily Q member 2	3785	https://www.ncbi.nlm.nih.gov/gene/?term=3785
KCNQ3	KCNQ3	potassium voltage-gated channel subfamily Q member 3	3786	https://www.ncbi.nlm.nih.gov/gene/?term=3786
KDM5D	KDM5D	lysine demethylase 5D	8284	https://www.ncbi.nlm.nih.gov/gene/?term=8284
KIF1A	KIF1A	kinesin family member 1A	547	https://www.ncbi.nlm.nih.gov/gene/?term=547
KIRREL2	KIRREL2	kirre like nephrin family adhesion molecule 2	84063	https://www.ncbi.nlm.nih.gov/gene/?term=84063
KISS1	KISS1	KiSS-1 metastasis suppressor	3814	https://www.ncbi.nlm.nih.gov/gene/?term=3814
KLB	KLB	klotho beta	152831	https://www.ncbi.nlm.nih.gov/gene/?term=152831
KLF3-AS1	KLF3-AS1	KLF3 antisense RNA 1	79667	https://www.ncbi.nlm.nih.gov/gene/?term=79667
KLHL13	KLHL13	kelch like family member 13	90293	https://www.ncbi.nlm.nih.gov/gene/?term=90293
KLRG2	KLRG2	killer cell lectin like receptor G2	346689	https://www.ncbi.nlm.nih.gov/gene/?term=346689
KRT14	KRT14	keratin 14	3861	https://www.ncbi.nlm.nih.gov/gene/?term=3861
KRT15	KRT15	keratin 15	3866	https://www.ncbi.nlm.nih.gov/gene/?term=3866
KRT20	KRT20	keratin 20	54474	https://www.ncbi.nlm.nih.gov/gene/?term=54474
KRT5	KRT5	keratin 5	3852	https://www.ncbi.nlm.nih.gov/gene/?term=3852
KRT6B	KRT6B	keratin 6B	3854	https://www.ncbi.nlm.nih.gov/gene/?term=3854
LAMC3	LAMC3	laminin subunit gamma 3	10319	https://www.ncbi.nlm.nih.gov/gene/?term=10319
LBX1-AS1	LBX1-AS1	LBX1 antisense RNA 1	399806	https://www.ncbi.nlm.nih.gov/gene/?term=399806
LCK	LCK	LCK proto-oncogene, Src family tyrosine kinase	3932	https://www.ncbi.nlm.nih.gov/gene/?term=3932
LEMD1	LEMD1	LEM domain containing 1	93273	https://www.ncbi.nlm.nih.gov/gene/?term=93273
LGALS7B	LGALS7B	galectin 7B	653499	https://www.ncbi.nlm.nih.gov/gene/?term=653499
LGR5	LGR5	leucine rich repeat containing G protein-coupled receptor 5	8549	https://www.ncbi.nlm.nih.gov/gene/?term=8549
LGR6	LGR6	leucine rich repeat containing G protein-coupled receptor 6	59352	https://www.ncbi.nlm.nih.gov/gene/?term=59352
LGSN	LGSN	lengsin, lens protein with glutamine synthetase domain	51557	https://www.ncbi.nlm.nih.gov/gene/?term=51557
LINC00261	LINC00261	long intergenic non-protein coding RNA 261	140828	https://www.ncbi.nlm.nih.gov/gene/?term=140828
LINC00326	LINC00326	long intergenic non-protein coding RNA 326	285735	https://www.ncbi.nlm.nih.gov/gene/?term=285735
LINC00456	LINC00456	long intergenic non-protein coding RNA 456	103625683	https://www.ncbi.nlm.nih.gov/gene/?term=103625683
LINC00649	LINC00649	long intergenic non-protein coding RNA 649	100506334	https://www.ncbi.nlm.nih.gov/gene/?term=100506334
LINC00705	LINC00705	long intergenic non-protein coding RNA 705	338588	https://www.ncbi.nlm.nih.gov/gene/?term=338588
LINC00887	LINC00887	long intergenic non-protein coding RNA 887	100131551	https://www.ncbi.nlm.nih.gov/gene/?term=100131551
LINC01224	LINC01224	long intergenic non-protein coding RNA 1224	104472717	https://www.ncbi.nlm.nih.gov/gene/?term=104472717
LINC01399	LINC01399	long intergenic non-protein coding RNA 1399	104310353	https://www.ncbi.nlm.nih.gov/gene/?term=104310353
LINC01524	LINC01524	long intergenic non-protein coding RNA 1524	101927700	https://www.ncbi.nlm.nih.gov/gene/?term=101927700
LRCH2	LRCH2	leucine rich repeats and calponin homology domain containing 2	57631	https://www.ncbi.nlm.nih.gov/gene/?term=57631
LRRC17	LRRC17	leucine rich repeat containing 17	10234	https://www.ncbi.nlm.nih.gov/gene/?term=10234
LRRC4	LRRC4	leucine rich repeat containing 4	64101	https://www.ncbi.nlm.nih.gov/gene/?term=64101
LRRC8C	LRRC8C	leucine rich repeat containing 8 VRAC subunit C	84230	https://www.ncbi.nlm.nih.gov/gene/?term=84230
LTBP4	LTBP4	latent transforming growth factor beta binding protein 4	8425	https://www.ncbi.nlm.nih.gov/gene/?term=8425
LURAP1	LURAP1	leucine rich adaptor protein 1	541468	https://www.ncbi.nlm.nih.gov/gene/?term=541468
LYPD6B	LYPD6B	LY6/PLAUR domain containing 6B	130576	https://www.ncbi.nlm.nih.gov/gene/?term=130576
MAF	MAF	MAF bZIP transcription factor	4094	https://www.ncbi.nlm.nih.gov/gene/?term=4094
MAFTRR	MAFTRR	MAF transcriptional regulator RNA	102467146	https://www.ncbi.nlm.nih.gov/gene/?term=102467146
MAGEA11	MAGEA11	MAGE family member A11	4110	https://www.ncbi.nlm.nih.gov/gene/?term=4110
MAGEA4	MAGEA4	MAGE family member A4	4103	https://www.ncbi.nlm.nih.gov/gene/?term=4103
