userId	geneSymbol	geneName	entrezgene	gLink
ADAMTS2	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	9509	https://www.ncbi.nlm.nih.gov/gene/?term=9509
ADAMTS3	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	9508	https://www.ncbi.nlm.nih.gov/gene/?term=9508
ADAMTS4	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	9507	https://www.ncbi.nlm.nih.gov/gene/?term=9507
ADAMTS6	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	11174	https://www.ncbi.nlm.nih.gov/gene/?term=11174
ADAMTSL1	ADAMTSL1	ADAMTS like 1	92949	https://www.ncbi.nlm.nih.gov/gene/?term=92949
ADAMTSL3	ADAMTSL3	ADAMTS like 3	57188	https://www.ncbi.nlm.nih.gov/gene/?term=57188
ADCY10	ADCY10	adenylate cyclase 10	55811	https://www.ncbi.nlm.nih.gov/gene/?term=55811
ADCY2	ADCY2	adenylate cyclase 2	108	https://www.ncbi.nlm.nih.gov/gene/?term=108
ADCY5	ADCY5	adenylate cyclase 5	111	https://www.ncbi.nlm.nih.gov/gene/?term=111
ADD2	ADD2	adducin 2	119	https://www.ncbi.nlm.nih.gov/gene/?term=119
ADGRB1	ADGRB1	adhesion G protein-coupled receptor B1	575	https://www.ncbi.nlm.nih.gov/gene/?term=575
ADGRD1	ADGRD1	adhesion G protein-coupled receptor D1	283383	https://www.ncbi.nlm.nih.gov/gene/?term=283383
ADGRF1	ADGRF1	adhesion G protein-coupled receptor F1	266977	https://www.ncbi.nlm.nih.gov/gene/?term=266977
ADGRF2	ADGRF2	adhesion G protein-coupled receptor F2	222611	https://www.ncbi.nlm.nih.gov/gene/?term=222611
ADGRG2	ADGRG2	adhesion G protein-coupled receptor G2	10149	https://www.ncbi.nlm.nih.gov/gene/?term=10149
ADGRG5	ADGRG5	adhesion G protein-coupled receptor G5	221188	https://www.ncbi.nlm.nih.gov/gene/?term=221188
ADGRV1	ADGRV1	adhesion G protein-coupled receptor V1	84059	https://www.ncbi.nlm.nih.gov/gene/?term=84059
ADHFE1	ADHFE1	alcohol dehydrogenase iron containing 1	137872	https://www.ncbi.nlm.nih.gov/gene/?term=137872
ADRA1B	ADRA1B	adrenoceptor alpha 1B	147	https://www.ncbi.nlm.nih.gov/gene/?term=147
ADTRP	ADTRP	androgen dependent TFPI regulating protein	84830	https://www.ncbi.nlm.nih.gov/gene/?term=84830
AEBP1	AEBP1	AE binding protein 1	165	https://www.ncbi.nlm.nih.gov/gene/?term=165
AFAP1L2	AFAP1L2	actin filament associated protein 1 like 2	84632	https://www.ncbi.nlm.nih.gov/gene/?term=84632
AFF3	AFF3	ALF transcription elongation factor 3	3899	https://www.ncbi.nlm.nih.gov/gene/?term=3899
AGT	AGT	angiotensinogen	183	https://www.ncbi.nlm.nih.gov/gene/?term=183
AICDA	AICDA	activation induced cytidine deaminase	57379	https://www.ncbi.nlm.nih.gov/gene/?term=57379
AIF1L	AIF1L	allograft inflammatory factor 1 like	83543	https://www.ncbi.nlm.nih.gov/gene/?term=83543
AIM2	AIM2	absent in melanoma 2	9447	https://www.ncbi.nlm.nih.gov/gene/?term=9447
AIRE	AIRE	autoimmune regulator	326	https://www.ncbi.nlm.nih.gov/gene/?term=326
AK5	AK5	adenylate kinase 5	26289	https://www.ncbi.nlm.nih.gov/gene/?term=26289
AK7	AK7	adenylate kinase 7	122481	https://www.ncbi.nlm.nih.gov/gene/?term=122481
AK8	AK8	adenylate kinase 8	158067	https://www.ncbi.nlm.nih.gov/gene/?term=158067
AKAP12	AKAP12	A-kinase anchoring protein 12	9590	https://www.ncbi.nlm.nih.gov/gene/?term=9590
AKAP5	AKAP5	A-kinase anchoring protein 5	9495	https://www.ncbi.nlm.nih.gov/gene/?term=9495
AKAP6	AKAP6	A-kinase anchoring protein 6	9472	https://www.ncbi.nlm.nih.gov/gene/?term=9472
AKNAD1	AKNAD1	AKNA domain containing 1	254268	https://www.ncbi.nlm.nih.gov/gene/?term=254268
AKT3	AKT3	AKT serine/threonine kinase 3	10000	https://www.ncbi.nlm.nih.gov/gene/?term=10000
ALDH1A1	ALDH1A1	aldehyde dehydrogenase 1 family member A1	216	https://www.ncbi.nlm.nih.gov/gene/?term=216
ALDH1A2	ALDH1A2	aldehyde dehydrogenase 1 family member A2	8854	https://www.ncbi.nlm.nih.gov/gene/?term=8854
ALOX15	ALOX15	arachidonate 15-lipoxygenase	246	https://www.ncbi.nlm.nih.gov/gene/?term=246
ALPK2	ALPK2	alpha kinase 2	115701	https://www.ncbi.nlm.nih.gov/gene/?term=115701
ALPP	ALPP	alkaline phosphatase, placental	250	https://www.ncbi.nlm.nih.gov/gene/?term=250
AMOT	AMOT	angiomotin	154796	https://www.ncbi.nlm.nih.gov/gene/?term=154796
AMPD1	AMPD1	adenosine monophosphate deaminase 1	270	https://www.ncbi.nlm.nih.gov/gene/?term=270
AMPH	AMPH	amphiphysin	273	https://www.ncbi.nlm.nih.gov/gene/?term=273
AMTN	AMTN	amelotin	401138	https://www.ncbi.nlm.nih.gov/gene/?term=401138
AMZ1	AMZ1	archaelysin family metallopeptidase 1	155185	https://www.ncbi.nlm.nih.gov/gene/?term=155185
ANGPTL1	ANGPTL1	angiopoietin like 1	9068	https://www.ncbi.nlm.nih.gov/gene/?term=9068
ANGPTL5	ANGPTL5	angiopoietin like 5	253935	https://www.ncbi.nlm.nih.gov/gene/?term=253935
ANGPTL7	ANGPTL7	angiopoietin like 7	10218	https://www.ncbi.nlm.nih.gov/gene/?term=10218
ANK2	ANK2	ankyrin 2	287	https://www.ncbi.nlm.nih.gov/gene/?term=287
ANKRD1	ANKRD1	ankyrin repeat domain 1	27063	https://www.ncbi.nlm.nih.gov/gene/?term=27063
ANKRD26P1	ANKRD26P1	ankyrin repeat domain 26 pseudogene 1	124149	https://www.ncbi.nlm.nih.gov/gene/?term=124149
ANKRD29	ANKRD29	ankyrin repeat domain 29	147463	https://www.ncbi.nlm.nih.gov/gene/?term=147463
ANKRD34B	ANKRD34B	ankyrin repeat domain 34B	340120	https://www.ncbi.nlm.nih.gov/gene/?term=340120
ANKRD36BP2	ANKRD36BP2	ankyrin repeat domain 36B pseudogene 2	645784	https://www.ncbi.nlm.nih.gov/gene/?term=645784
ANKRD45	ANKRD45	ankyrin repeat domain 45	339416	https://www.ncbi.nlm.nih.gov/gene/?term=339416
ANKRD50	ANKRD50	ankyrin repeat domain containing 50	57182	https://www.ncbi.nlm.nih.gov/gene/?term=57182
ANKRD53	ANKRD53	ankyrin repeat domain 53	79998	https://www.ncbi.nlm.nih.gov/gene/?term=79998
ANKS4B	ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B	257629	https://www.ncbi.nlm.nih.gov/gene/?term=257629
ANPEP	ANPEP	alanyl aminopeptidase, membrane	290	https://www.ncbi.nlm.nih.gov/gene/?term=290
ANXA1	ANXA1	annexin A1	301	https://www.ncbi.nlm.nih.gov/gene/?term=301
ANXA10	ANXA10	annexin A10	11199	https://www.ncbi.nlm.nih.gov/gene/?term=11199
ANXA13	ANXA13	annexin A13	312	https://www.ncbi.nlm.nih.gov/gene/?term=312
ANXA3	ANXA3	annexin A3	306	https://www.ncbi.nlm.nih.gov/gene/?term=306
ANXA6	ANXA6	annexin A6	309	https://www.ncbi.nlm.nih.gov/gene/?term=309
AOAH	AOAH	acyloxyacyl hydrolase	313	https://www.ncbi.nlm.nih.gov/gene/?term=313
AOC1	AOC1	amine oxidase copper containing 1	26	https://www.ncbi.nlm.nih.gov/gene/?term=26
APCDD1L	APCDD1L	APC down-regulated 1 like	164284	https://www.ncbi.nlm.nih.gov/gene/?term=164284
APLP1	APLP1	amyloid beta precursor like protein 1	333	https://www.ncbi.nlm.nih.gov/gene/?term=333
APOBEC3B	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	9582	https://www.ncbi.nlm.nih.gov/gene/?term=9582
APOE	APOE	apolipoprotein E	348	https://www.ncbi.nlm.nih.gov/gene/?term=348
APOL1	APOL1	apolipoprotein L1	8542	https://www.ncbi.nlm.nih.gov/gene/?term=8542
AQP3	AQP3	aquaporin 3 (Gill blood group)	360	https://www.ncbi.nlm.nih.gov/gene/?term=360
AQP6	AQP6	aquaporin 6	363	https://www.ncbi.nlm.nih.gov/gene/?term=363
AQP7	AQP7	aquaporin 7	364	https://www.ncbi.nlm.nih.gov/gene/?term=364
AQP9	AQP9	aquaporin 9	366	https://www.ncbi.nlm.nih.gov/gene/?term=366
AREG	AREG	amphiregulin	374	https://www.ncbi.nlm.nih.gov/gene/?term=374
ARHGAP15	ARHGAP15	Rho GTPase activating protein 15	55843	https://www.ncbi.nlm.nih.gov/gene/?term=55843
ARHGAP29	ARHGAP29	Rho GTPase activating protein 29	9411	https://www.ncbi.nlm.nih.gov/gene/?term=9411
ARHGAP6	ARHGAP6	Rho GTPase activating protein 6	395	https://www.ncbi.nlm.nih.gov/gene/?term=395
ARHGAP9	ARHGAP9	Rho GTPase activating protein 9	64333	https://www.ncbi.nlm.nih.gov/gene/?term=64333
ARL4C	ARL4C	ADP ribosylation factor like GTPase 4C	10123	https://www.ncbi.nlm.nih.gov/gene/?term=10123
ARSI	ARSI	arylsulfatase family member I	340075	https://www.ncbi.nlm.nih.gov/gene/?term=340075
ART4	ART4	ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)	420	https://www.ncbi.nlm.nih.gov/gene/?term=420
ART5	ART5	ADP-ribosyltransferase 5	116969	https://www.ncbi.nlm.nih.gov/gene/?term=116969
ASB5	ASB5	ankyrin repeat and SOCS box containing 5	140458	https://www.ncbi.nlm.nih.gov/gene/?term=140458
ASCL1	ASCL1	achaete-scute family bHLH transcription factor 1	429	https://www.ncbi.nlm.nih.gov/gene/?term=429
ASPN	ASPN	asporin	54829	https://www.ncbi.nlm.nih.gov/gene/?term=54829
ASRGL1	ASRGL1	asparaginase and isoaspartyl peptidase 1	80150	https://www.ncbi.nlm.nih.gov/gene/?term=80150
ATCAY	ATCAY	ATCAY kinesin light chain interacting caytaxin	85300	https://www.ncbi.nlm.nih.gov/gene/?term=85300
ATOH8	ATOH8	atonal bHLH transcription factor 8	84913	https://www.ncbi.nlm.nih.gov/gene/?term=84913
ATP10A	ATP10A	ATPase phospholipid transporting 10A (putative)	57194	https://www.ncbi.nlm.nih.gov/gene/?term=57194
ATP12A	ATP12A	ATPase H+/K+ transporting non-gastric alpha2 subunit	479	https://www.ncbi.nlm.nih.gov/gene/?term=479
ATP1A2	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2	477	https://www.ncbi.nlm.nih.gov/gene/?term=477
ATP2B3	ATP2B3	ATPase plasma membrane Ca2+ transporting 3	492	https://www.ncbi.nlm.nih.gov/gene/?term=492
ATP6V0D2	ATP6V0D2	ATPase H+ transporting V0 subunit d2	245972	https://www.ncbi.nlm.nih.gov/gene/?term=245972
ATP6V1B1	ATP6V1B1	ATPase H+ transporting V1 subunit B1	525	https://www.ncbi.nlm.nih.gov/gene/?term=525
ATP8B2	ATP8B2	ATPase phospholipid transporting 8B2	57198	https://www.ncbi.nlm.nih.gov/gene/?term=57198
AXIN2	AXIN2	axin 2	8313	https://www.ncbi.nlm.nih.gov/gene/?term=8313
AXL	AXL	AXL receptor tyrosine kinase	558	https://www.ncbi.nlm.nih.gov/gene/?term=558
B3GALT2	B3GALT2	beta-1,3-galactosyltransferase 2	8707	https://www.ncbi.nlm.nih.gov/gene/?term=8707
B3GNT6	B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	192134	https://www.ncbi.nlm.nih.gov/gene/?term=192134
B4GALNT1	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1	2583	https://www.ncbi.nlm.nih.gov/gene/?term=2583
B4GALNT2	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2 (SID blood group)	124872	https://www.ncbi.nlm.nih.gov/gene/?term=124872
B4GALNT3	B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3	283358	https://www.ncbi.nlm.nih.gov/gene/?term=283358
BAALC	BAALC	BAALC binder of MAP3K1 and KLF4	79870	https://www.ncbi.nlm.nih.gov/gene/?term=79870
BAAT	BAAT	bile acid-CoA:amino acid N-acyltransferase	570	https://www.ncbi.nlm.nih.gov/gene/?term=570
BACH2	BACH2	BTB domain and CNC homolog 2	60468	https://www.ncbi.nlm.nih.gov/gene/?term=60468
BAG2	BAG2	BAG cochaperone 2	9532	https://www.ncbi.nlm.nih.gov/gene/?term=9532
BARX1	BARX1	BARX homeobox 1	56033	https://www.ncbi.nlm.nih.gov/gene/?term=56033
BATF3	BATF3	basic leucine zipper ATF-like transcription factor 3	55509	https://www.ncbi.nlm.nih.gov/gene/?term=55509
BBOX1	BBOX1	gamma-butyrobetaine hydroxylase 1	8424	https://www.ncbi.nlm.nih.gov/gene/?term=8424
BCAM	BCAM	basal cell adhesion molecule (Lutheran blood group)	4059	https://www.ncbi.nlm.nih.gov/gene/?term=4059
BCAR4	BCAR4	breast cancer anti-estrogen resistance 4	400500	https://www.ncbi.nlm.nih.gov/gene/?term=400500
BCAS1	BCAS1	brain enriched myelin associated protein 1	8537	https://www.ncbi.nlm.nih.gov/gene/?term=8537
BCAT1	BCAT1	branched chain amino acid transaminase 1	586	https://www.ncbi.nlm.nih.gov/gene/?term=586
BCL2A1	BCL2A1	BCL2 related protein A1	597	https://www.ncbi.nlm.nih.gov/gene/?term=597
BCL2L15	BCL2L15	BCL2 like 15	440603	https://www.ncbi.nlm.nih.gov/gene/?term=440603
BEND4	BEND4	BEN domain containing 4	389206	https://www.ncbi.nlm.nih.gov/gene/?term=389206
BEND6	BEND6	BEN domain containing 6	221336	https://www.ncbi.nlm.nih.gov/gene/?term=221336
BEST2	BEST2	bestrophin 2	54831	https://www.ncbi.nlm.nih.gov/gene/?term=54831
BEST3	BEST3	bestrophin 3	144453	https://www.ncbi.nlm.nih.gov/gene/?term=144453
BEX1	BEX1	brain expressed X-linked 1	55859	https://www.ncbi.nlm.nih.gov/gene/?term=55859
BGN	BGN	biglycan	633	https://www.ncbi.nlm.nih.gov/gene/?term=633
BHLHA15	BHLHA15	basic helix-loop-helix family member a15	168620	https://www.ncbi.nlm.nih.gov/gene/?term=168620
BHLHE41	BHLHE41	basic helix-loop-helix family member e41	79365	https://www.ncbi.nlm.nih.gov/gene/?term=79365
BICC1	BICC1	BicC family RNA binding protein 1	80114	https://www.ncbi.nlm.nih.gov/gene/?term=80114
BIN2	BIN2	bridging integrator 2	51411	https://www.ncbi.nlm.nih.gov/gene/?term=51411
BIRC3	BIRC3	baculoviral IAP repeat containing 3	330	https://www.ncbi.nlm.nih.gov/gene/?term=330
BIRC7	BIRC7	baculoviral IAP repeat containing 7	79444	https://www.ncbi.nlm.nih.gov/gene/?term=79444
BLK	BLK	BLK proto-oncogene, Src family tyrosine kinase	640	https://www.ncbi.nlm.nih.gov/gene/?term=640
BMP4	BMP4	bone morphogenetic protein 4	652	https://www.ncbi.nlm.nih.gov/gene/?term=652
BMPR1B	BMPR1B	bone morphogenetic protein receptor type 1B	658	https://www.ncbi.nlm.nih.gov/gene/?term=658
BMS1P20	BMS1P20	BMS1 pseudogene 20	96610	https://www.ncbi.nlm.nih.gov/gene/?term=96610
BMX	BMX	BMX non-receptor tyrosine kinase	660	https://www.ncbi.nlm.nih.gov/gene/?term=660
BNC1	BNC1	basonuclin zinc finger protein 1	646	https://www.ncbi.nlm.nih.gov/gene/?term=646
BNC2	BNC2	basonuclin zinc finger protein 2	54796	https://www.ncbi.nlm.nih.gov/gene/?term=54796
BOC	BOC	BOC cell adhesion associated, oncogene regulated	91653	https://www.ncbi.nlm.nih.gov/gene/?term=91653
BRINP1	BRINP1	BMP/retinoic acid inducible neural specific 1	1620	https://www.ncbi.nlm.nih.gov/gene/?term=1620
BRINP2	BRINP2	BMP/retinoic acid inducible neural specific 2	57795	https://www.ncbi.nlm.nih.gov/gene/?term=57795
BTBD16	BTBD16	BTB domain containing 16	118663	https://www.ncbi.nlm.nih.gov/gene/?term=118663
BTK	BTK	Bruton tyrosine kinase	695	https://www.ncbi.nlm.nih.gov/gene/?term=695
BTLA	BTLA	B and T lymphocyte associated	151888	https://www.ncbi.nlm.nih.gov/gene/?term=151888
BTN1A1	BTN1A1	butyrophilin subfamily 1 member A1	696	https://www.ncbi.nlm.nih.gov/gene/?term=696
BTNL3	BTNL3	butyrophilin like 3	10917	https://www.ncbi.nlm.nih.gov/gene/?term=10917
BTNL8	BTNL8	butyrophilin like 8	79908	https://www.ncbi.nlm.nih.gov/gene/?term=79908
BVES	BVES	blood vessel epicardial substance	11149	https://www.ncbi.nlm.nih.gov/gene/?term=11149
C11orf16	C11orf16	chromosome 11 open reading frame 16	56673	https://www.ncbi.nlm.nih.gov/gene/?term=56673
C11orf87	C11orf87	chromosome 11 open reading frame 87	399947	https://www.ncbi.nlm.nih.gov/gene/?term=399947
C12orf54	C12orf54	chromosome 12 open reading frame 54	121273	https://www.ncbi.nlm.nih.gov/gene/?term=121273
C1QL1	C1QL1	complement C1q like 1	10882	https://www.ncbi.nlm.nih.gov/gene/?term=10882
C1QL4	C1QL4	complement C1q like 4	338761	https://www.ncbi.nlm.nih.gov/gene/?term=338761
C1QTNF6	C1QTNF6	C1q and TNF related 6	114904	https://www.ncbi.nlm.nih.gov/gene/?term=114904
C1R	C1R	complement C1r	715	https://www.ncbi.nlm.nih.gov/gene/?term=715
C1S	C1S	complement C1s	716	https://www.ncbi.nlm.nih.gov/gene/?term=716
C1orf105	C1orf105	chromosome 1 open reading frame 105	92346	https://www.ncbi.nlm.nih.gov/gene/?term=92346
C1orf127	C1orf127	chromosome 1 open reading frame 127	148345	https://www.ncbi.nlm.nih.gov/gene/?term=148345
C20orf141	C20orf141	chromosome 20 open reading frame 141	128653	https://www.ncbi.nlm.nih.gov/gene/?term=128653
C2CD4A	C2CD4A	C2 calcium dependent domain containing 4A	145741	https://www.ncbi.nlm.nih.gov/gene/?term=145741
C2orf66	C2orf66	chromosome 2 open reading frame 66	401027	https://www.ncbi.nlm.nih.gov/gene/?term=401027
C2orf72	C2orf72	chromosome 2 open reading frame 72	257407	https://www.ncbi.nlm.nih.gov/gene/?term=257407
C2orf78	C2orf78	chromosome 2 open reading frame 78	388960	https://www.ncbi.nlm.nih.gov/gene/?term=388960
C3AR1	C3AR1	complement C3a receptor 1	719	https://www.ncbi.nlm.nih.gov/gene/?term=719
C4A	C4A	complement C4A (Chido/Rodgers blood group)	720	https://www.ncbi.nlm.nih.gov/gene/?term=720
C4BPA	C4BPA	complement component 4 binding protein alpha	722	https://www.ncbi.nlm.nih.gov/gene/?term=722
C4BPB	C4BPB	complement component 4 binding protein beta	725	https://www.ncbi.nlm.nih.gov/gene/?term=725
C5AR1	C5AR1	complement C5a receptor 1	728	https://www.ncbi.nlm.nih.gov/gene/?term=728
C5AR2	C5AR2	complement C5a receptor 2	27202	https://www.ncbi.nlm.nih.gov/gene/?term=27202
C5orf46	C5orf46	chromosome 5 open reading frame 46	389336	https://www.ncbi.nlm.nih.gov/gene/?term=389336
C6orf15	C6orf15	chromosome 6 open reading frame 15	29113	https://www.ncbi.nlm.nih.gov/gene/?term=29113
C7orf57	C7orf57	chromosome 7 open reading frame 57	136288	https://www.ncbi.nlm.nih.gov/gene/?term=136288
CA12	CA12	carbonic anhydrase 12	771	https://www.ncbi.nlm.nih.gov/gene/?term=771
CA4	CA4	carbonic anhydrase 4	762	https://www.ncbi.nlm.nih.gov/gene/?term=762
CA9	CA9	carbonic anhydrase 9	768	https://www.ncbi.nlm.nih.gov/gene/?term=768
CACNA1E	CACNA1E	calcium voltage-gated channel subunit alpha1 E	777	https://www.ncbi.nlm.nih.gov/gene/?term=777
CACNA1S	CACNA1S	calcium voltage-gated channel subunit alpha1 S	779	https://www.ncbi.nlm.nih.gov/gene/?term=779
CACNA2D1	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1	781	https://www.ncbi.nlm.nih.gov/gene/?term=781
CACNG4	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4	27092	https://www.ncbi.nlm.nih.gov/gene/?term=27092
CADM3	CADM3	cell adhesion molecule 3	57863	https://www.ncbi.nlm.nih.gov/gene/?term=57863
CADPS	CADPS	calcium dependent secretion activator	8618	https://www.ncbi.nlm.nih.gov/gene/?term=8618
CALCA	CALCA	calcitonin related polypeptide alpha	796	https://www.ncbi.nlm.nih.gov/gene/?term=796
CALD1	CALD1	caldesmon 1	800	https://www.ncbi.nlm.nih.gov/gene/?term=800
CALHM1	CALHM1	calcium homeostasis modulator 1	255022	https://www.ncbi.nlm.nih.gov/gene/?term=255022
CALN1	CALN1	calneuron 1	83698	https://www.ncbi.nlm.nih.gov/gene/?term=83698
CAMK1G	CAMK1G	calcium/calmodulin dependent protein kinase IG	57172	https://www.ncbi.nlm.nih.gov/gene/?term=57172
CAMK2A	CAMK2A	calcium/calmodulin dependent protein kinase II alpha	815	https://www.ncbi.nlm.nih.gov/gene/?term=815
CAPN14	CAPN14	calpain 14	440854	https://www.ncbi.nlm.nih.gov/gene/?term=440854
CAPN6	CAPN6	calpain 6	827	https://www.ncbi.nlm.nih.gov/gene/?term=827
CAPNS2	CAPNS2	calpain small subunit 2	84290	https://www.ncbi.nlm.nih.gov/gene/?term=84290
CASC15	CASC15	cancer susceptibility 15	401237	https://www.ncbi.nlm.nih.gov/gene/?term=401237
CASQ2	CASQ2	calsequestrin 2	845	https://www.ncbi.nlm.nih.gov/gene/?term=845
CATSPER1	CATSPER1	cation channel sperm associated 1	117144	https://www.ncbi.nlm.nih.gov/gene/?term=117144
CATSPERE	CATSPERE	catsper channel auxiliary subunit epsilon	257044	https://www.ncbi.nlm.nih.gov/gene/?term=257044
CAV1	CAV1	caveolin 1	857	https://www.ncbi.nlm.nih.gov/gene/?term=857
CBLN2	CBLN2	cerebellin 2 precursor	147381	https://www.ncbi.nlm.nih.gov/gene/?term=147381
CCBE1	CCBE1	collagen and calcium binding EGF domains 1	147372	https://www.ncbi.nlm.nih.gov/gene/?term=147372
CCDC110	CCDC110	coiled-coil domain containing 110	256309	https://www.ncbi.nlm.nih.gov/gene/?term=256309
CCDC141	CCDC141	coiled-coil domain containing 141	285025	https://www.ncbi.nlm.nih.gov/gene/?term=285025
CCDC158	CCDC158	coiled-coil domain containing 158	339965	https://www.ncbi.nlm.nih.gov/gene/?term=339965
CCDC8	CCDC8	coiled-coil domain containing 8	83987	https://www.ncbi.nlm.nih.gov/gene/?term=83987
CCDC80	CCDC80	coiled-coil domain containing 80	151887	https://www.ncbi.nlm.nih.gov/gene/?term=151887
CCIN	CCIN	calicin	881	https://www.ncbi.nlm.nih.gov/gene/?term=881
CCL11	CCL11	C-C motif chemokine ligand 11	6356	https://www.ncbi.nlm.nih.gov/gene/?term=6356
CCL18	CCL18	C-C motif chemokine ligand 18	6362	https://www.ncbi.nlm.nih.gov/gene/?term=6362
CCL19	CCL19	C-C motif chemokine ligand 19	6363	https://www.ncbi.nlm.nih.gov/gene/?term=6363
CCL2	CCL2	C-C motif chemokine ligand 2	6347	https://www.ncbi.nlm.nih.gov/gene/?term=6347
CCL25	CCL25	C-C motif chemokine ligand 25	6370	https://www.ncbi.nlm.nih.gov/gene/?term=6370
CCL26	CCL26	C-C motif chemokine ligand 26	10344	https://www.ncbi.nlm.nih.gov/gene/?term=10344
CCL4	CCL4	C-C motif chemokine ligand 4	6351	https://www.ncbi.nlm.nih.gov/gene/?term=6351
CCL4L1	CCL4L1	C-C motif chemokine ligand 4 like 1	388372	https://www.ncbi.nlm.nih.gov/gene/?term=388372
CCL5	CCL5	C-C motif chemokine ligand 5	6352	https://www.ncbi.nlm.nih.gov/gene/?term=6352
CCL7	CCL7	C-C motif chemokine ligand 7	6354	https://www.ncbi.nlm.nih.gov/gene/?term=6354
CCL8	CCL8	C-C motif chemokine ligand 8	6355	https://www.ncbi.nlm.nih.gov/gene/?term=6355
