userId	geneSymbol	geneName	entrezgene	gLink
SPTAN1	SPTAN1	spectrin alpha, non-erythrocytic 1	6709	https://www.ncbi.nlm.nih.gov/gene/?term=6709
SPTB	SPTB	spectrin beta, erythrocytic	6710	https://www.ncbi.nlm.nih.gov/gene/?term=6710
SPTBN2	SPTBN2	spectrin beta, non-erythrocytic 2	6712	https://www.ncbi.nlm.nih.gov/gene/?term=6712
SPTBN5	SPTBN5	spectrin beta, non-erythrocytic 5	51332	https://www.ncbi.nlm.nih.gov/gene/?term=51332
SPTLC3	SPTLC3	serine palmitoyltransferase long chain base subunit 3	55304	https://www.ncbi.nlm.nih.gov/gene/?term=55304
SPX	SPX	spexin hormone	80763	https://www.ncbi.nlm.nih.gov/gene/?term=80763
SQLE	SQLE	squalene epoxidase	6713	https://www.ncbi.nlm.nih.gov/gene/?term=6713
SQSTM1	SQSTM1	sequestosome 1	8878	https://www.ncbi.nlm.nih.gov/gene/?term=8878
SRI	SRI	sorcin	6717	https://www.ncbi.nlm.nih.gov/gene/?term=6717
SRMS	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	6725	https://www.ncbi.nlm.nih.gov/gene/?term=6725
SRR	SRR	serine racemase	63826	https://www.ncbi.nlm.nih.gov/gene/?term=63826
SRRM3	SRRM3	serine/arginine repetitive matrix 3	222183	https://www.ncbi.nlm.nih.gov/gene/?term=222183
SSBP3	SSBP3	single stranded DNA binding protein 3	23648	https://www.ncbi.nlm.nih.gov/gene/?term=23648
SSTR1	SSTR1	somatostatin receptor 1	6751	https://www.ncbi.nlm.nih.gov/gene/?term=6751
SSTR2	SSTR2	somatostatin receptor 2	6752	https://www.ncbi.nlm.nih.gov/gene/?term=6752
ST13P11	ST13P11	ST13, Hsp70 interacting protein pseudogene 11	728162	https://www.ncbi.nlm.nih.gov/gene/?term=728162
ST13P19	ST13P19	ST13, Hsp70 interacting protein pseudogene 19	100131961	https://www.ncbi.nlm.nih.gov/gene/?term=100131961
ST14	ST14	ST14 transmembrane serine protease matriptase	6768	https://www.ncbi.nlm.nih.gov/gene/?term=6768
ST3GAL1	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	6482	https://www.ncbi.nlm.nih.gov/gene/?term=6482
ST3GAL5-AS1	ST3GAL5-AS1	ST3GAL5 antisense RNA 1 (head to head)	101928113	https://www.ncbi.nlm.nih.gov/gene/?term=101928113
ST3GAL6	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	10402	https://www.ncbi.nlm.nih.gov/gene/?term=10402
ST3GAL6-AS1	ST3GAL6-AS1	ST3GAL6 antisense RNA 1	100874207	https://www.ncbi.nlm.nih.gov/gene/?term=100874207
ST6GAL1	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	6480	https://www.ncbi.nlm.nih.gov/gene/?term=6480
ST6GALNAC2	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	10610	https://www.ncbi.nlm.nih.gov/gene/?term=10610
ST6GALNAC5	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	81849	https://www.ncbi.nlm.nih.gov/gene/?term=81849
ST7-OT4	ST7-OT4	ST7 overlapping transcript 4	338069	https://www.ncbi.nlm.nih.gov/gene/?term=338069
ST8SIA4	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	7903	https://www.ncbi.nlm.nih.gov/gene/?term=7903
STAB1	STAB1	stabilin 1	23166	https://www.ncbi.nlm.nih.gov/gene/?term=23166
STAC	STAC	SH3 and cysteine rich domain	6769	https://www.ncbi.nlm.nih.gov/gene/?term=6769
STAC3	STAC3	SH3 and cysteine rich domain 3	246329	https://www.ncbi.nlm.nih.gov/gene/?term=246329
STAG3	STAG3	STAG3 cohesin complex component	10734	https://www.ncbi.nlm.nih.gov/gene/?term=10734
STAM	STAM	signal transducing adaptor molecule	8027	https://www.ncbi.nlm.nih.gov/gene/?term=8027
STAMBPL1	STAMBPL1	STAM binding protein like 1	57559	https://www.ncbi.nlm.nih.gov/gene/?term=57559
STARD10	STARD10	StAR related lipid transfer domain containing 10	10809	https://www.ncbi.nlm.nih.gov/gene/?term=10809
STARD4	STARD4	StAR related lipid transfer domain containing 4	134429	https://www.ncbi.nlm.nih.gov/gene/?term=134429
STARD8	STARD8	StAR related lipid transfer domain containing 8	9754	https://www.ncbi.nlm.nih.gov/gene/?term=9754
STAT1	STAT1	signal transducer and activator of transcription 1	6772	https://www.ncbi.nlm.nih.gov/gene/?term=6772
STAT2	STAT2	signal transducer and activator of transcription 2	6773	https://www.ncbi.nlm.nih.gov/gene/?term=6773
STAT6	STAT6	signal transducer and activator of transcription 6	6778	https://www.ncbi.nlm.nih.gov/gene/?term=6778
STAU1	STAU1	staufen double-stranded RNA binding protein 1	6780	https://www.ncbi.nlm.nih.gov/gene/?term=6780
STC2	STC2	stanniocalcin 2	8614	https://www.ncbi.nlm.nih.gov/gene/?term=8614
STEAP1	STEAP1	STEAP family member 1	26872	https://www.ncbi.nlm.nih.gov/gene/?term=26872
STEAP2	STEAP2	STEAP2 metalloreductase	261729	https://www.ncbi.nlm.nih.gov/gene/?term=261729
STEAP4	STEAP4	STEAP4 metalloreductase	79689	https://www.ncbi.nlm.nih.gov/gene/?term=79689
STIM1	STIM1	stromal interaction molecule 1	6786	https://www.ncbi.nlm.nih.gov/gene/?term=6786
STIP1P3	STIP1P3	stress induced phosphoprotein 1 pseudogene 3	441505	https://www.ncbi.nlm.nih.gov/gene/?term=441505
STK17A	STK17A	serine/threonine kinase 17a	9263	https://www.ncbi.nlm.nih.gov/gene/?term=9263
STK17B	STK17B	serine/threonine kinase 17b	9262	https://www.ncbi.nlm.nih.gov/gene/?term=9262
STK31	STK31	serine/threonine kinase 31	56164	https://www.ncbi.nlm.nih.gov/gene/?term=56164
STK32A	STK32A	serine/threonine kinase 32A	202374	https://www.ncbi.nlm.nih.gov/gene/?term=202374
STK35	STK35	serine/threonine kinase 35	140901	https://www.ncbi.nlm.nih.gov/gene/?term=140901
STMN3	STMN3	stathmin 3	50861	https://www.ncbi.nlm.nih.gov/gene/?term=50861
STOM	STOM	stomatin	2040	https://www.ncbi.nlm.nih.gov/gene/?term=2040
STON1	STON1	stonin 1	11037	https://www.ncbi.nlm.nih.gov/gene/?term=11037
STRADB	STRADB	STE20 related adaptor beta	55437	https://www.ncbi.nlm.nih.gov/gene/?term=55437
