NAME	TITLE	SCORE	
CPVL		0.21879813	
ISOC2		0.2150299	
TUBB2BP1		0.20938985	
ADGRE1		0.20858316	
ZNF765		0.20597827	
ABCA8		0.20573007	
EEF1E1		0.20530824	
CACNA2D3		0.20246635	
CRISPLD2		0.2003146	
RP11-688I9.2		0.19993903	
HIST1H2AC		0.19989957	
AGAP2		0.1901004	
OSR2		0.18840918	
FKBPL		0.18615127	
ZNF350		0.18457633	
FLVCR2		0.18192704	
HCN4		0.18183945	
ANOS2P		0.18182339	
LYRM4		0.17658557	
GRIP1		0.17654744	
GNG10		0.1762344	
KLF15		0.17152661	
PTPRM		0.17061453	
PPP6R1		0.16808131	
KIAA1755		0.1675901	
PPM1H		0.16146642	
MAOA		0.15702616	
CD163L1		0.15671459	
EHMT2		0.15554293	
LINC00518		0.15238693	
ACADL		0.15233609	
IFI6		0.15233275	
RASSF2		0.1521199	
BEND7		0.1471746	
SLC6A10P		0.14313766	
PPP2R1A		0.14187804	
FOXG1		0.14157121	
AC004540.5		0.14016744	
JARID2-AS1		0.1363811	
ENSG00000233218		0.13415381	
COL5A1		0.13387711	
TMEM14DP		0.13323383	
DLX3		0.1332069	
HMGN4		0.13311061	
PCYT2		0.13281652	
CMYA5		0.13251244	
NOC2LP1		0.13132374	
NR1H3		0.13123631	
FLII		0.13117345	
MANSC4		0.12968518	
CHMP2B		0.12893179	
CTA-398F10.2		0.1280952	
C1QL3		0.12586568	
ZNF28		0.12561236	
RNF5		0.12422528	
RP11-14N7.2		0.12344215	
SPTLC3		0.12232811	
BAX		0.12008351	
ZMYND15		0.11929337	
HIST1H1C		0.11906492	
RP11-64C12.8		0.11747597	
ZNF766		0.11507011	
RFTN1		0.11417442	
SSR1		0.11400549	
PACSIN1		0.113507465	
NEUROG2		0.111324355	
RP11-274H24.1		0.10944245	
SLC7A7		0.10743619	
TIPRL		0.106927484	
RP11-478C6.5		0.10513195	
IGFBP3		0.10490296	
PCDHA3		0.101637006	
NRN1		0.099444956	
RP11-464C19.3		0.09822976	
HLA-DMB		0.09810451	
CTSG		0.096769206	
PNRC2		0.0964543	
PLAC8		0.09543754	
ENDOU		0.09468594	
CAV3		0.09406952	
STAM		0.093865566	
AC106786.1		0.0931818	
RNU2-27P		0.0926793	
DENND5B-AS1		0.091223955	
PDCD6IP		0.09060661	
ACTR3C		0.08969923	
KRT18P24		0.0896791	
TTTY14		0.089196324	
HSPA12B		0.089152515	
ABHD5		0.08804645	
HLA-J		0.08797388	
RP11-24F11.2		0.087938145	
PCDHB7		0.08786878	
MFAP3L		0.08399206	
UPK2		0.083860256	
RP11-677M14.3		0.08372395	
ACOX1		0.08370104	
LINC00473		0.082850955	
RP1-131F15.2		0.08276232	
CTB-175E5.7		0.08240935	
RP11-57H12.3		0.08208602	
ARRB1		0.08169914	
AGR3		0.08168068	
KRT85		0.0815709	
GFI1		0.08091709	
U2AF2		0.08077565	
ATG9B		0.080567636	
VGLL3		0.08007184	
CTD-2589H19.6		0.079875864	
GATA2-AS1		0.07879087	
PCDHAC1		0.07821729	
DTNB		0.07786235	
CHCHD7		0.07756935	
SLC2A14		0.07674634	
PPME1		0.07578284	
MYLPF		0.07563857	
TMEM2		0.07525085	
FTLP2		0.07375246	
CLDN9		0.07345725	
KRT87P		0.072831936	
LA16c-380H5.5		0.07227319	
AC016831.7		0.07183162	
AC010127.3		0.07170048	
CLDN6		0.07131045	
PAK1IP1		0.07094261	
SLCO1B3		0.07069413	
FTLP3		0.07061431	
AC003075.4		0.07046904	
CREB3L1		0.07007991	
ZNF865		0.07002172	
HOXC13-AS		0.06986169	
LMNTD1		0.06962306	
FTL		0.06917313	
ABT1		0.068678156	
CSF2RA		0.06803408	
PPP1R12C		0.067905925	
ZNF613		0.06771927	
SOX15		0.067566805	
ZNF582-AS1		0.06723916	
TSEN34		0.067175224	
WRNIP1		0.067017026	
RP11-288L9.4		0.066406675	
FAM66C		0.066238925	
PACSIN3		0.06590775	
SERPINB6		0.0658884	
ZBTB18		0.065679654	
ALPP		0.06541723	
FDX1		0.065403305	
TPM3P9		0.06488945	
AMPH		0.064826585	
CCNE1		0.063548855	
RP11-10C24.3		0.063133486	
DOPEY2		0.06311654	
ENSG00000223477		0.06310021	
SYT16		0.062400334	
SH3BP5		0.0616741	
HIST1H2BD		0.060256373	
AP2M1		0.060045164	
RP11-350J20.9		0.060028594	
AF131216.5		0.059874162	
CTAGE1		0.058834676	
KRT8P33		0.05864036	
CYP2C18		0.058546733	
TUBB2A		0.05831842	
ZBED6CL		0.058251534	
ENSG00000258403		0.057976745	
SPARC		0.057786066	
ZNF502		0.056532253	
PAG1		0.05607875	
SCAF1		0.055784404	
ENSG00000259796		0.055578794	
ABCA12		0.055202413	
IL36RN		0.05484479	
HIC2		0.054699615	
SKP2		0.054582585	
HYAL4		0.054107945	
PART1		0.054105405	
FAM86FP		0.053870846	
HGSNAT		0.053650815	
ADRA2C		0.053627636	
HLA-DPB1		0.053165328	
MIEF2		0.052981477	
AP2A1		0.052895326	
CTD-2263F21.1		0.05280244	
VN1R82P		0.052603107	
RP11-417L14.1		0.052366458	
RADIL		0.051795635	
ALOX5		0.051429316	
MYPN		0.05141152	
GMNN		0.05128119	
HCG15		0.051191375	
ZNF524		0.051090878	
CTB-60B18.12		0.05033207	
MMP3		0.05018532	
TMC5		0.049722698	
KRT8P5		0.04957454	
ESAM		0.04922424	
ZNF560		0.049160503	
MYH14		0.049064513	
OLFML3		0.04876286	
LINC00640		0.048601445	
CELF2		0.048277296	
BEST3		0.04814186	
PLEKHA6		0.047899723	
ENSG00000258882		0.047827587	
FRMPD3		0.047779072	
BTBD7P1		0.047486354	
CDA		0.04711244	
SEMA6D		0.046996314	
CLIC3		0.046356853	
ACOT13		0.04608545	
C6orf47		0.046002522	
DEPDC7		0.045827515	
MYO7B		0.045278754	
SLC1A6		0.045191415	
GTPBP6		0.045089245	
PRUNE2		0.0449197	
TRPC4		0.04449131	
PXDC1		0.04448731	
TADA2B		0.04436204	
DNAH11		0.043797523	
IGHV3-74		0.043667957	
RP5-1065P14.2		0.043591574	
HCG16		0.043578178	
RP11-310K10.1		0.043555465	
FDFT1		0.043467533	
KRT33B		0.04342655	
TRIO		0.04297792	
TMEM40		0.042927686	
HTT		0.042471252	
ZNF354C		0.042290702	
GGCT		0.042226486	
BCAT2		0.0421211	
GYG1		0.041990656	
KLK5		0.041862134	
RP11-672L10.6		0.04167659	
PCDHGA2		0.041622948	
RPL23AP82		0.04132406	
CLIC1		0.04096144	
WAC-AS1		0.040387124	
RPS27L		0.04032649	
MDM2		0.039402246	
KCNH5		0.03938173	
PKP2		0.039004646	
RPP38		0.03830744	
PDE6G		0.03823565	
ZNF761		0.038004503	
ZNF732		0.03711517	
WNT11		0.03687995	
EGFL8		0.036776733	
COL19A1		0.036772065	
RP11-674N23.4		0.03674898	
ENSG00000223380		0.036695737	
PROSER2-AS1		0.036674067	
ZNF876P		0.036607374	
CCDC96		0.03637445	
RGN		0.036145058	
HTR1F		0.03603292	
NDUFV2-AS1		0.035483673	
RP11-478C6.6		0.035406094	
NELFE		0.035260405	
SLC38A10		0.035245795	
CTBP1		0.03523506	
HEG1		0.035074204	
TXNDC5		0.034989607	
ZNF521		0.03491457	
HUWE1		0.03457704	
ZNF542P		0.034486953	
TIAM2		0.034337606	
RP3-337H4.8		0.03415724	
NLRP10		0.033939883	
UACA		0.0337292	
ZNF615		0.03368004	
ATP6V0A4		0.033668537	
TMEM86A		0.03348896	
KDELR1		0.03321189	
RITA1		0.033188563	
RTCA		0.032792076	
KRT8P17		0.03272175	
TRIM31-AS1		0.0326872	
IDUA		0.03251408	
CRACR2B		0.03239971	
PFKP		0.032197904	
MGAM		0.03192785	
LINC00452		0.031884152	
MSLN		0.031816922	
MRPL14		0.031635113	
PTCHD4		0.031600256	
ZNF890P		0.031581383	
TBC1D25		0.03146954	
C1QTNF5		0.03134268	
KRT8P31		0.031240035	
C12orf45		0.03120764	
FRMD6		0.03111285	
NDUFA3		0.03074544	
EDA2R		0.030701598	
PEBP1P2		0.03068666	
COL4A1		0.03033327	
LLGL1		0.030284096	
ADAMTSL4		0.029095072	
HSPB8		0.029060785	
S100A13		0.028941983	
CBR3-AS1		0.02892473	
NDUFC2		0.028917495	
VPS9D1		0.028888289	
ZNF611		0.028866652	
CD83		0.028754534	
WFS1		0.028733168	
ENPP1		0.028683042	
RP11-530A18.1		0.028618744	
ARHGEF6		0.027962016	
FZD2		0.027948463	
PRSS16		0.027782362	
NXF3		0.027647447	
GRK3		0.027445497	
THRB		0.027094707	
RP3-426I6.2		0.026880976	
RP11-274B21.9		0.02681999	
NUDT16L1		0.026680853	
ABHD16A		0.02654557	
RP11-47I22.2		0.026529402	
C1QTNF6		0.026269475	
PSG1		0.026264507	
NOP14-AS1		0.025808686	
FAM189A2		0.025513278	
NOP14		0.025384	
RP1-234P15.4		0.025257917	
PRDM6		0.02522934	
PARP4		0.025226736	
CHI3L2		0.025144145	
TENM3		0.02512353	
RP11-54O7.3		0.024939027	
DYSF		0.024636006	
PSG4		0.024527865	
RGS4		0.024272075	
GRAMD3		0.024243236	
QPRT		0.024187164	
GTF3A		0.0241782	
ACTA2		0.024106584	
GFOD1		0.023958322	
ZDHHC14		0.023946483	
PCDH9		0.023795092	
RP11-293M10.6		0.023548715	
ANKRD37		0.023505885	
NFATC2		0.02335538	
TMEM47		0.023265205	
ENSG00000215513		0.023196721	
LIPA		0.023128888	
ZNF175		0.023126313	
KRT8P11		0.023098528	
PIEZO1		0.023044942	
TFCP2L1		0.023033308	
NLRP2		0.02297916	
LINC00565		0.022930881	
BFSP1		0.02278424	
SLITRK5		0.022776093	
CTB-60B18.18		0.022731846	
FGF1		0.022694577	
GABRA3		0.022511836	
PKIA-AS1		0.0223807	
SNX25		0.022222256	
GACAT2		0.022089548	
IFI27		0.021863393	
GNS		0.021779528	
FLJ31356		0.021765916	
MCOLN2		0.021684455	
RP11-89C3.4		0.021601927	
EMILIN2		0.021575877	
AC008592.3		0.02153604	
PSG6		0.02147353	
RGS7		0.021293651	
FOXP2		0.021140797	
MIR548XHG		0.021125136	
NR2F1		0.0210773	
KRT18P20		0.021041332	
RP11-420L9.5		0.02097752	
IDI1		0.020876806	
SPRR3		0.020796074	
SMAD7		0.02076056	
ACSM6		0.020570302	
TTC9		0.02045691	
CREB3L3		0.020352082	
KRT18P18		0.020336648	
ARHGAP40		0.020317404	
GPANK1		0.020290371	
ZNF614		0.020264275	
HSF2BP		0.020239208	
RP11-151A6.4		0.02020564	
ZNF708		0.020185249	
TRIM58		0.02004003	
SLFN12L		0.020024814	
ZNF480		0.019904694	
SPATA18		0.019896245	
ENSG00000196963		0.019863857	
RGMB-AS1		0.01973919	
LY6G6C		0.019655501	
C5orf58		0.019605255	
RNF4		0.019564526	
FSTL3		0.01947609	
GPLD1		0.019464651	
CTD-2325P2.4		0.019450963	
ZNF880		0.019430608	
ZNF577		0.019427575	
SMCO3		0.019376844	
CGB7		0.01930903	
C1orf105		0.019269286	
RAET1G		0.019183712	
FAM188A		0.019156499	
HCG18		0.019149903	
H2BFS		0.018896678	
TMPRSS13		0.018865585	
TRAPPC9		0.01864886	
ADAMTS1		0.018495288	
KRT8P3		0.018478593	
BORCS6		0.018390989	
RP3-326I13.1		0.018235002	
SLC30A2		0.018215034	
RP11-222K16.2		0.018175125	
SIRT7		0.018167535	
STAT4		0.018100344	
HMOX2		0.017863914	
BIN2		0.017819013	
PLEKHN1		0.017666038	
ANKRD55		0.017517174	
LINC00654		0.017494401	
KRT83		0.017408386	
LRRN1		0.017166534	
TRAM2		0.017135136	
KRT8P45		0.017059194	
SLC2A3		0.01698833	
ADD1		0.016984923	
KRT23		0.016936477	
AGPAT1		0.016823724	
GBX2		0.01677405	
KCNJ6		0.016485468	
WNT10A		0.016470607	
CTNND2		0.016362743	
SOHLH2		0.016330076	
CD24P4		0.016319837	
RAB25		0.016301481	
UPK1B		0.01627644	
IL9R		0.016155783	
BEND6		0.016123598	
KRT8		0.016030395	
GDE1		0.016017953	
FLNB		0.015954688	
RP11-255G12.3		0.015949229	
FAM157B		0.015936362	
HIST1H2BJ		0.01593592	
PSG8		0.015883414	
RP11-736K20.5		0.015870865	
RNF5P1		0.015845196	
HOXC13		0.015842246	
CEP72		0.015827652	
TMEM11		0.015804406	
RP11-114H21.2		0.01575234	
CRISP3		0.015743442	
EPS8L1		0.01566306	
NWD2		0.01566044	
CD99P1		0.015657445	
SLIT2		0.015561886	
KRT18P10		0.0155163715	
RGS9		0.015495902	
CTD-2561J22.5		0.0153836375	
ADD2		0.015375442	
RP11-121A14.2		0.015369505	
ENSG00000173088		0.015283585	
RP1-118J21.5		0.0152199445	
KRT18		0.015147545	
ABCB8		0.0151013555	
LETM1		0.015067021	
C1orf198		0.015035639	
SNX8		0.014992561	
ATXN1		0.014929286	
CXCL16		0.014882402	
DNAJB13		0.014859541	
RTN4RL1		0.014836602	
SLC41A2		0.014795105	
KAT14		0.014770128	
PSEN2		0.01474501	
TPM1		0.014735739	
WNT10B		0.014727301	
AC002066.1		0.014700572	
ACOX3		0.014633475	
ENSG00000264222		0.01462204	
PROM2		0.014519116	
DAW1		0.014488783	
ENSG00000188987		0.0144755	
MYH10		0.014445053	
EXOSC5		0.014438565	
MRPL57		0.014408848	
FHDC1		0.0144017935	
RP11-3J10.7		0.014354195	
AP2S1		0.01430926	
IFIT1P1		0.014196855	
DUSP2		0.01417304	
BIRC7		0.01413662	
RP11-362F19.1		0.014134988	
SCARNA7		0.0141114555	
RP11-48B3.4		0.014077322	
BTBD9		0.014065638	
RGS10		0.014011171	
OPA3		0.013986535	
LINC01203		0.0138495555	
TVP23C		0.013837095	
RASSF8		0.013805743	
PTPN4		0.013793048	
DHCR24		0.013738736	
HIST1H4C		0.013725372	
ATP5C1		0.013684045	
STK19		0.013568007	
ZNF334		0.013558995	
PDE1A		0.013514786	
RP11-734I18.1		0.0134805115	
DGKD		0.013390415	
RP11-398E10.1		0.013330094	
DRG2		0.013288085	
NTF3		0.013245614	
AKR1B1		0.013187752	
ADAMTS6		0.0131030595	
B3GALT4		0.013101643	
ALOXE3		0.013046913	
ABCA3		0.013035745	
MRPS18A		0.012999008	
EIF4BP6		0.0129319085	
MYLIP		0.01291869	
HLA-DMA		0.0129177	
HIST1H2BK		0.012905248	
RP11-434H6.6		0.012707935	
RP11-118H4.1		0.012701998	
NR1H2		0.012685122	
SLC35B2		0.012626096	
RING1		0.012606123	
SP5		0.012585998	
EBP		0.012549565	
KIAA1586		0.012460156	
RP11-355I22.2		0.012450722	
ACAT2		0.01236581	
RRP36		0.01235898	
KRT18P25		0.012342185	
ERBB3		0.012286126	
ABCF1		0.012261326	
THNSL2		0.012243762	
BAMBI		0.012204213	
MSMO1		0.012164359	
KRT8P8		0.012131294	
GPR37		0.012123385	
HMOX1		0.012109437	
SEMA3B		0.012077898	
ENSG00000238261		0.012070885	
ZNF888		0.012063239	
CYP8B1		0.0120264795	
DOK6		0.0120098125	
EVI2B		0.011919221	
ZNF578		0.011815083	
CDC42BPA		0.011805813	
C3AR1		0.011710118	
FUT3		0.011676333	
KCNA7		0.011662828	
RP1-111C20.4		0.011624041	
PDCL3P4		0.011617368	
CCR1		0.011537271	
PDGFD		0.011524493	
KCNMB4		0.011457018	
ALDH4A1		0.01140886	
ERC2		0.011385203	
MANEAL		0.011341554	
MPP7		0.011329813	
SMIM5		0.011328141	
SELL		0.011317542	
SMDT1		0.011301946	
IL17D		0.011293791	
TRIM16		0.011280127	
ZNF184		0.011203964	
DCLRE1C		0.011200863	
CTD-2235C13.3		0.011121771	
TBC1D7		0.011070318	
EMC6		0.011031276	
TPD52		0.010997555	
ANKS1A		0.010924498	
SLC44A2		0.010828364	
CHKB-AS1		0.010790223	
SLC10A7		0.010772605	
RP11-57K17.1		0.010770509	
ADAMTS16		0.010751756	
KHDRBS3		0.010740515	
NIT2		0.010726968	
CTC-550B14.7		0.010687262	
ZNF813		0.010599593	
RNF223		0.01056422	
DDB2		0.010561	
PLCB4		0.010558236	
UBE2M		0.010550128	
AVPR2		0.010525762	
DXO		0.010518956	
SFRP1		0.010512677	
PCDHB18P		0.010502876	
LINC00858		0.010462299	
CMBL		0.0104364455	
TPM3P6		0.010435411	
PDE6B		0.0104228435	
RAB40B		0.010382272	
FOXP4		0.010330729	
RP1-186E20.1		0.010240079	
TMEM74B		0.010212255	
KRT18P21		0.0101662595	
GREB1L		0.010161502	
JARID2		0.010157511	
ENSG00000198518		0.010138464	
AP000640.10		0.010127219	
CLIC5		0.010107486	
C9orf116		0.010071761	
LSS		0.010055245	
KRT8P41		0.009992233	
ANKRD30B		0.009977411	
CHN2		0.009970043	
TINCR		0.009856017	
SMIM4		0.009845125	
LRRC61		0.009839914	
SHMT1		0.009822053	
RP11-267A15.3		0.009809562	
RP11-43F13.4		0.009774852	
RP11-79E3.3		0.0097718565	
AC020571.3		0.009751901	
SMYD2		0.009734298	
WNT5B		0.009728795	
ZNF274		0.009725377	
BCL2L12		0.009711186	
TRIAP1		0.009674737	
COL4A2		0.009668278	
SLC25A38		0.009664525	
TMEM170B		0.009659462	
KRT18P8		0.0096240835	
ANKRD13A		0.009620976	
ARHGEF26-AS1		0.009619685	
EQTN		0.009592937	
MMP23A		0.009518019	
TPTE2P6		0.00951395	
CTD-2008P7.1		0.009476417	
C6orf99		0.0094423285	
TAX1BP3		0.009436994	
USP32P1		0.009427494	
DAP		0.009382811	
BCAT1		0.009369074	
RRM2B		0.009367339	
RP11-373E16.1		0.0093546035	
RP3-525L6.2		0.009253039	
ENSG00000259480		0.009226989	
GNAO1		0.009219855	
VLDLR-AS1		0.009199702	
MIR503HG		0.009193108	
RP11-888D10.3		0.009187495	
KRT8P18		0.009187011	
KRT8P49		0.009161155	
ELF1		0.009131412	
MEA1		0.00906785	
ERBIN		0.009054163	
GSG1		0.0089884335	
RP11-452H21.4		0.008987914	
MARCH4		0.0089577325	
RP11-359P5.1		0.008911009	
LINC01260		0.008907306	
MTCL1		0.008905432	
OR10A3		0.008902636	
CYP1A2		0.008858846	
GPR78		0.008858472	
KRT8P7		0.0087953275	
EXOC3-AS1		0.008768613	
ZNF628		0.008726826	
C1orf122		0.008717597	
RP11-678G14.2		0.008667088	
AKNAD1		0.008661394	
DGKZP1		0.008629474	
KRT18P33		0.008601471	
ENSG00000257499		0.008566924	
RP11-16K12.1		0.008563866	
ST13P20		0.008546904	
ZNF879		0.008542154	
SBK3		0.0085364925	
ZNF597		0.008531534	
ACPP		0.00848621	
ZBTB22		0.008463384	
RAI2		0.00843498	
LASP1		0.008420549	
TEKT4P2		0.008403355	
ADAMTS2		0.008394572	
C6orf106		0.008388391	
SCN3B		0.0083773425	
RP11-734K2.4		0.008375946	
KRT8P24		0.008372436	
POLD2P1		0.008356627	
KRT18P38		0.008346436	
PDZK1		0.008332682	
PARM1		0.008322029	
AC005042.2		0.008240814	
AC027612.6		0.0082394425	
TRIM38		0.008216633	
ISG15		0.008208164	
KRT8P51		0.008200602	
TNNC1		0.008195475	
HIST1H4H		0.008180452	
BRD2		0.008092231	
ZNF781		0.008087861	
ENSG00000243899		0.008069491	
GABARAPL3		0.008061918	
EEF1DP3		0.008056049	
GUSBP5		0.00805198	
NFYB		0.008045892	
MIR34A		0.007950617	
STAB1		0.007918889	
FOLR3		0.007883285	
GLMP		0.007874488	
KRT8P22		0.007867826	
CTD-2538C1.2		0.007853881	
RP1-30M3.5		0.007835926	
ZNF438		0.007831836	
MIR181A2HG		0.0077924747	
RP11-46H11.12		0.007778762	
PDZK1IP1		0.0077580237	
NAPA		0.007740749	
SNPH		0.0077022784	
VASN		0.007677328	
KRTAP2-4		0.007665978	
ZNF324B		0.007644028	
TIAM1		0.007640886	
IGHG3		0.0076095425	
SLFNL1		0.007601327	
SYT15		0.0075953943	
NSUN6		0.0075757178	
NLRP11		0.0075523327	
FLJ42969		0.007549649	
SRPK1		0.0075449683	
ZNF429		0.007543151	
HLA-K		0.0075173355	
NFKBIE		0.007511311	
SLC28A3		0.007479851	
ATP5I		0.007458454	
GAB2		0.0074467175	
DLL3		0.007418981	
RXFP1		0.007397001	
CTD-2201E9.1		0.007391783	
TGFBI		0.007370814	
ZNF816		0.0073630223	
FDPSP1		0.007340146	
UQCC2		0.007335862	
ABAT		0.007321877	
NUTM2B		0.007284807	
GPR27		0.007274731	
RP11-648K4.2		0.00724799	
AP001065.15		0.0072422978	
RANBP9		0.0072378633	
CYHR1		0.0072164587	
RP11-544M22.8		0.0072129616	
HSD3BP5		0.0071946727	
EIF5AL1		0.0071859397	
WISP2		0.0071748253	
SPECC1		0.0071261176	
MEIS3P1		0.007084275	
KBTBD11		0.0070801475	
F3		0.0070780297	
OLFML2B		0.0070641167	
COMMD8		0.007050125	
ABCC6P2		0.007003152	
KRT8P42		0.0069976095	
FGF12		0.006993255	
SCRIB		0.0069444566	
ZNF616		0.0069387145	
FLAD1		0.006906303	
